cefr_a,cefr_b,level_distance,level_dist_weight,threshold_used,needs_screening,source_a,source_b,text_a,text_b,similarity,score,avg_word_len_delta,ttr_delta,num_words_delta
B1,B2,1,1.0,0.75,ok,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en,"A terrible disease came to this country. The illness was called the Red Death. No one was safe. Soon many people were sick. There was no help - no cure. The Red Death killed half of the people in this land.
Prince Prospero - the ruler of this country - wanted to escape from the terrible disease. He called all his courtiers to his castle on the top of a hill. When all of the most powerful people in the land were inside the castle, the gates and doors were closed. They were fastened and no one could get in or out.
Prince Prospero had plenty of food inside the castle. And there was plenty of wine to drink. He did not think about the rest of the people in his land. Prince Prospero told his courtiers to enjoy themselves.
""Forget about the Red Death,"" he said. ""The disease is outside the castle walls. I don't want to think about the Red Death. I don't want to hear about the Red Death. I don't want to see the Red Death. I want everyone to be happy!""
The prince prepared a masque for his courtiers. There was going to be music for dancing. There was going to be wonderful food to eat. There was going to be good wine to drink. Dancers and singers were going to entertain the guests. Everyone was going to wear masks. Their faces were going to be hidden by the masks.
There were seven special rooms in the castle. Each room was a different color. And each room had a great window in one of its walls. The glass in each of these windows was a different color. At night, a fire burned outside each window. The light of the flames shone through the windows.
","The Red Death had killed thousands of people. No disease had ever been so terrible. There were sharp pains, and sudden fainting, and heavy bleeding through the skin; death came in half an hour. Red marks on the body, and especially on the face, separated the sufferer from all help and sympathy; and as soon as these signs appeared, all hope was lost.
But Prince Prospero was happy and brave and wise. When half his people had died, he called together a thousand of his lords and ladies, all cheerful and in good health, and with these he went to live in his most distant castle. The immense building, and its lands, were surrounded by a strong, high wall. This wall had gates of iron. The lords and their families, having entered, heated and melted the locks of the gates, and made sure that no key would ever open them again. 
The castle, which no one could now enter or leave, was well provided with food, and safe from the danger of disease. The world outside could take care of itself. Inside, it was foolish to worry, or to think. The prince had planned a life of pleasure. There were actors and musicians, there were beautiful things, there was wine. All these and safety were inside. Outside was the Red Death.
The court had been perhaps five or six months at the castle, and the disease had reached its height beyond the walls, when Prince Prospero entertained his thousand friends at an unusually grand masked dance.
",0.8419,0.8419,0.291,0.166,40.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The film received negative reviews from critics .,The movie gained negative reviews from critics and holds a 23 % rating on Rotten Tomatoes .,0.8419,0.8419,0.786,0.0,7.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,A tropical wave moved off the coast of Africa on August 9 .,"On September 1 , a tropical wave moved off the coast of Africa and headed westward .",0.8418,0.8418,0.552,0.0,3.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The western grey kangaroo is one of the largest kangaroos .,The western grey kangaroo is one of the largest macropods in Australia .,0.8415,0.8415,0.117,0.017,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"As of 2005 , the municipality had a total population of 7,172 .","As of 2010 , the municipality had a total population of 16,785 , up from 15,935 as of 2005 .",0.8411,0.8411,0.598,0.12,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie got mixed reviews by critics .,The movie gained mixed reviews from critics and holds a 50 % rating on Rotten Tomatoes .,0.8406,0.8406,0.286,0.0,7.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,There are many different treatments for the symptoms of POTS .,The symptoms of POTS can be caused by several distinct pathophysiological mechanisms .,0.8406,0.8406,0.983,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,"He died on 12 July 2019 , four days before his 85th birthday .",0.8405,0.8405,1.486,0.0,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Solar cells produce direct current electricity from sunlight which can be used to power equipment or to recharge a battery .,Solar cells can be used to power tools or to recharge a storage battery .,0.8403,0.8403,1.007,0.021,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6pm today,set alarm for 8:45am tomorrow,0.8402,0.8402,1.15,0.0,1.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The book has been published every year since 1868 , except between 1876 and 1885 .","It has been published yearly from 1868 to 1875 , and again every year since 1886 .",0.8401,0.8401,0.485,0.0,1.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie got very bad reviews from movie critics .,The movie got mixed and positive reviews from critics .,0.8399,0.8399,0.444,0.111,0.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The convention is about what a state is and what rights and duties a state has .,"The convention sets out the definition , rights and duties of statehood .",0.8396,0.8396,1.426,0.222,5.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Wrasses can put their jaws forwards , usually with separate jaw teeth that jut outwards .","Wrasses have protractile mouths , usually with separate jaw teeth that jut outwards .",0.8395,0.8395,0.69,0.0,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Many objects cannot achieve negative temperatures , because adding energy to them will increase their entropy .",Classical thermodynamic systems cannot achieve negative temperatures : adding heat always increases their entropy .,0.8393,0.8393,1.415,0.0,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The total number of people with this infection is higher in some countries in Africa and Asia .,Infection rates are higher in some countries in Africa and Asia .,0.8392,0.8392,0.289,0.032,6.0
A1,B1,2,1.2,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Americans love eating beef .,Not all American food consists of meat .,0.6992,0.8391,1.179,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set the alarm for 8 pm central time.,set alarm for 8:45am tomorrow,0.839,0.839,0.893,0.0,3.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Modern video cameras have numerous designs and uses .,"Modern video cameras have numerous designs and uses , not all of which resemble the early television cameras .",0.8389,0.8389,0.206,0.059,9.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Para-alpine skiing classification is the classification system for para-alpine skiing designed to ensure fair competition between alpine skiers with different types of disabilities .,Para-alpine skiing classification is the order system for para-alpine skiing .,0.8384,0.8384,0.823,0.05,13.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"From the hypostyle hall , one enters the second pillared hall , which has four pillars decorated with beautiful scenes of offerings to the gods .","From the hypostyle hall , one enters the second pillared hall .",0.8383,0.8383,0.087,0.07,13.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The winners receive a championship belt instead of a trophy .,The race is unique in that its winner receives a championship belt rather than a trophy .,0.8382,0.8382,0.5,0.037,6.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The buildings are not tall , but the complex covers a large area of land .","Since the buildings are of relatively low height , the complex sprawls out over a large area of land .",0.8377,0.8377,0.429,0.04,4.0
C1,C2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Research is currently underway using organometallic catalysis .,Organometallic complexes are commonly used in catalysis .,0.8376,0.8376,0.857,0.0,0.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"A singer makes a musical statement , and then the musical chorus answers together .","A single leader makes a musical statement , and then the chorus responds together .",0.8372,0.8372,0.0,0.077,0.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Another method of protection is the release of a sour liquid from the skin .,Another method of protection is the release of an acid from the skin .,0.8356,0.8356,0.049,0.011,1.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,During the day amphiumas hide in plants .,"During the day , amphiumas hide in vegetation , and at night they become active hunters .",0.8354,0.8354,0.286,0.0,7.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Their feathers are mainly light brown with black spots on the top and buff with narrow blackish streaks on the underside .,Their plumage is mainly light chestnut brown with blackish spots on the upperside and buff with narrow blackish streaks on the underside ; the remiges are also blackish .,0.8354,0.8354,0.423,0.079,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for every 5 minutes,set alarm every 15 minutes for one hour,0.8353,0.8353,0.314,0.0,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Primary injuries are caused by the explosion 's shock waves .,Secondary injuries are caused by fragmentation and other objects propelled by the explosion .,0.8353,0.8353,1.177,0.077,3.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 , on 22 July 2014 .","Walker died after falling into a diabetic coma on 20 January 2015 , aged 41 .",0.5965,0.8351,1.527,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm every 5 minutes,set alarm every 15 minutes for one hour,0.835,0.835,0.714,0.0,3.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The film was very well received by critics and audiences .,"The movie received mostly positive reviews from critics , and performances from the cast were praised .",0.8348,0.8348,0.967,0.133,5.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Teams are given up to four clues .,Teams are given up to four clues and must try to figure out the connection between them within 40 seconds .,0.8347,0.8347,0.707,0.053,12.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The award consists of 100,000 Taka , an 18 carat gold medal weighing 3 tolas .",The award consists of an 18 carat gold medal weighing 3 tolas and a certificate of honor .,0.8344,0.8344,0.036,0.067,4.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 406 CE to 410 CE .","No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 507 to 531 .",0.834,0.834,0.184,0.033,2.0
B2,C1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The specific energy of a flywheel is determined by,The kinetic energy of a rotating flywheel is,0.834,0.834,0.042,0.0,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"By 1924 , these local magazines eventually closed down .","However , centralization of collectors ' organisations and periodicals was wanted : By 1924 , these local magazines eventually closed down .",0.834,0.834,1.018,0.0,9.0
B2,C1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The line is used to show that the Monarch has granted their Royal Assent to a bill in order to make it become law .,The phrase is used to signify that the monarch has granted his or her royal assent to a bill in order to make it become law .,0.8336,0.8336,0.019,0.01,2.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The purpose of the event is to have the hardest shot .,This event shows who has the hardest shot .,0.8335,0.8335,0.432,0.182,3.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,But in elementary arithmetic this form is used rather often .,This form is infrequent except in elementary arithmetic .,0.833,0.833,1.0,0.0,2.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel all alarms,cancel all alarms this week while I'm on vacation,0.8328,0.8328,0.444,0.0,6.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The climate of the region is subtropical monsoonal .,The climate of the region is subtropical monsoonal with mean annual rainfall of 1579 mm that occurs from June to September and is highest in August .,0.8326,0.8326,0.655,0.005,17.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set an alarm for 6pm,Set an alarm for tomorrow at 2am,0.8326,0.8326,0.583,0.0,2.0
A1,B2,3,1.4,0.55,"low_sim_for_dist,similar_complexity",UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"She died on 12 February 2019 , at the age of 79 .",He died on 11 May 2018 at the age of 52 from cardiac arrest .,0.5946,0.8325,0.08,0.0,3.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie got mixed and positive reviews from critics .,The movie gained mixed reviews from critics and holds a 50 % rating on Rotten Tomatoes .,0.8323,0.8323,0.143,0.0,5.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"At age ten she was traveling , had boyfriends and wanted to be an actress .","At age ten he was traveling , had boyfriends and wanted to be an actress .",0.8323,0.8323,0.071,0.0,0.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Another view is that the name was an insult .,A contrary view is that the name was a veiled insult .,0.8322,0.8322,0.071,0.091,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Recently , M82 has undergone at least one tidal encounter with M81 .",M82 has undergone at least one tidal encounter with M81 resulting in a large amount of gas being funneled into the galaxy 's core over the last 200 Myr .,0.8322,0.8322,0.987,0.038,17.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"As of 2005 , the municipality had a total population of 2,647 .","As of 2010 , the municipality had a total population of 16,785 , up from 15,935 as of 2005 .",0.8321,0.8321,0.598,0.12,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,"If additional events within that sport are available at the next level of competition, athletes must receive proper training",Training and competition must be in the same sport the athlete will participate in at the next level of competition,0.8321,0.8321,0.726,0.2,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Much of the railway track and rolling stock is in need of repair or replacement .,A lot of the railway track and trains have to be repaired or replaced .,0.8321,0.8321,0.333,0.067,1.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Wet chemistry commonly uses laboratory glassware such as beakers and graduated cylinders to prevent materials from being contaminated or interfered with by unintended sources .,"Wet chemistry uses laboratory glassware , such as beakers and flasks , without quantitative chemical analysis using instrumentation .",0.8319,0.8319,0.708,0.0,8.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"As of 2005 , the municipality had a total population of 2647 .","As of 2010 , the municipality had a total population of 16,785 , up from 15,935 as of 2005 .",0.8317,0.8317,0.598,0.12,4.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,There are two categories of methods for solving a system of linear equations .,There are several algorithms for solving a system of linear equations .,0.8311,0.8311,0.441,0.077,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Prizes are given for a number of reasons : as an honor for special persons , for exemplary behavior and to provide incentives in competitions , etc .","Prizes are also given to publicize noteworthy or exemplary behavior , and to provide incentives for improved outcomes and competitive efforts .",0.8308,0.8308,1.083,0.017,4.0
A1,B1,2,1.2,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Lots of sports have a goalie .,Hockey goalies are sometimes pulled .,0.6923,0.8308,2.367,0.0,1.0
B2,C1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Rounding is often done on purpose to obtain a value that is easier to write and handle than the original .,The most basic form of rounding is to replace an arbitrary number by an integer .,0.8306,0.8306,0.083,0.033,5.0
